classification,ra ,dec,u,b,v,r,h,k
2,8.4,39.68,17.71,17.56,16.8,16.21,13.93,13.57
2,8.89,41.2,20.59,20.01,19.05,18.41,9999,9999
2,8.99,39.63,19.79,19.28,18.29,17.52,14.94,14.4
2,9.01,39.81,20.1,19.59,18.6,17.86,15.19,14.87
2,9.01,41.25,20.3,20.13,19.39,18.86,9999,9999
2,9.02,40.92,19.9,19.27,18.13,17.11,14.51,13.88
2,9.13,41.19,20.01,19.94,19.07,18.09,15.02,14.49
2,9.47,41.52,20.03,20.27,19.72,19.22,9999,9999
2,9.5,41.57,19.87,19.84,19.18,18.74,9999,9999
2,9.81,41.96,19.54,19.64,19.03,18.52,9999,9999
2,9.85,42.03,20.08,20,19.33,18.88,9999,9999
2,9.86,42.12,19.68,20.03,19.55,19.13,9999,9999
2,9.94,42.12,18.45,18.15,17.37,16.9,15.18,15.32
2,10.02,41.79,19.65,19.72,19.1,18.59,9999,9999
2,10.03,41.97,20.1,20.26,19.75,19.45,9999,9999
2,10.06,41.69,20.68,20.69,19.98,19.31,9999,9999
2,10.26,41.74,17.82,18.38,18.1,17.92,9999,9999
2,10.27,42.22,20.38,19.67,18.67,18.09,16.12,15.08
2,10.3,41.6,19.3,19.32,18.73,18.4,9999,9999
2,10.3,41.66,19.32,19.52,19.04,18.8,9999,9999
2,10.59,40.37,20,19.75,18.83,17.95,9999,9999
2,10.65,41.51,17.43,18.16,17.99,17.9,9999,9999
2,10.83,42.25,17.19,16.55,15.57,14.96,13.11,13.02
2,10.87,40.6,19.83,19.84,19.14,18.49,15.85,16.55
2,10.97,40.33,19.26,19.45,18.9,18.45,9999,9999
2,11.1,40.94,21.24,21.02,20.05,19.01,15.81,15.31
2,11.11,40.25,18.54,18.42,17.72,17.26,9999,9999
2,11.12,40.71,19.82,19.34,18.33,17.48,14.94,14.32
2,11.15,40.73,20.19,20.1,19.24,18.33,16.17,15.72
2,11.25,40.97,20.9,20.64,19.88,19.42,9999,9999
2,11.26,40.4,20.13,19.38,18.19,17.2,14.68,14.09
2,11.27,40.5,19,19.06,18.41,17.84,15.51,15.35
2,11.27,40.72,19.95,19.7,18.81,17.99,15.11,14.91
2,11.27,40.51,19.08,19.35,18.86,18.48,9999,9999
2,11.28,41,19.59,19.84,19.35,18.99,9999,9999
2,11.45,40.76,20.26,19.42,18.27,17.48,14.94,14.78
2,11.51,41.75,18.13,19.08,19.07,19.18,9999,9999
2,11.54,41.48,20.21,20.01,19.34,19.04,9999,9999
2,11.54,40.92,19.81,19.48,18.55,17.73,15.19,15.1
2,11.64,40.11,19.28,18.7,17.8,17.32,15.02,14.41
2,11.81,40.37,19.37,19.54,19.03,18.72,9999,9999
2,11.81,41.02,19.48,19.61,18.93,18.22,9999,9999
2,11.9,41.03,19.27,19.37,18.78,18.32,9999,9999
2,12.01,41.83,19.02,19.1,18.57,18.32,9999,9999
2,12.1,40.11,20.1,20.34,19.71,19,9999,9999
2,12.14,42.05,20.12,19.48,18.44,17.67,15.22,15.03
2,12.17,41.53,19.64,19.34,18.55,18.07,9999,9999
2,12.26,41.92,19.04,18.5,17.6,17.1,9999,9999
2,12.31,41.02,19.65,19.46,18.76,18.38,9999,9999
2,8.3,40.09,19.96,19.68,18.82,18.13,15.53,15.43
2,8.44,39.81,20.39,19.79,18.78,18.07,9999,9999
2,8.55,40.11,20.28,19.46,18.26,17.32,14.65,14.25
2,8.79,40.13,20.72,20.38,19.5,18.8,9999,9999
2,8.81,39.69,20.55,20.02,18.96,17.99,9999,9999
2,8.96,39.6,20.37,19.91,18.92,18.09,9999,9999
2,8.97,40.9,20.29,19.88,18.81,17.72,14.66,14.52
2,9.07,41.43,20.31,20.25,19.44,18.6,15.89,15.31
2,9.18,39.58,20.08,19.35,18.24,17.4,14.63,14.33
2,9.28,41.75,19.72,19.2,18.23,17.53,14.92,14.51
2,9.3,41.44,19.51,19.83,19.3,18.75,9999,9999
2,9.49,41.39,20.31,20.4,19.81,19.37,9999,9999
2,9.59,40.85,20.46,19.98,19.01,18.26,9999,9999
2,9.75,41.73,20.87,20.46,19.56,18.92,9999,9999
2,9.81,42.38,20.06,19.67,18.82,18.25,9999,9999
2,10.02,41.44,20.28,20.24,19.62,19.3,9999,9999
2,10.03,41.72,20.38,20.14,19.41,19.01,9999,9999
2,10.07,41.57,19.75,19.8,19.21,18.85,9999,9999
2,10.11,41.56,20.17,20.19,19.57,19.11,9999,9999
2,10.18,41.59,19.88,20.09,19.46,18.8,9999,9999
2,10.28,41.86,20.6,20.72,20.06,19.39,9999,9999
2,10.35,42.34,19.52,19.1,18.15,17.38,14.62,14.4
2,10.51,40.06,20.12,19.93,19.1,18.36,9999,14.87
2,10.7,40.31,19.87,19.84,19.09,18.36,9999,9999
2,10.84,40.4,19.3,18.98,18.02,17.11,14.56,14.08
2,10.88,40.29,19.37,19.64,19.17,18.84,9999,9999
2,10.92,40.4,20.08,20.14,19.53,19.05,9999,9999
2,10.97,40.63,20.64,20.65,19.85,18.93,9999,9999
2,11.02,40.09,19.92,19.67,18.94,18.55,9999,9999
2,11.14,40.65,19.96,19.22,18.07,17.13,14.55,14.14
2,11.16,41.42,16.67,17.14,16.59,16,9999,9999
2,11.19,40.55,20.52,20.77,20.19,19.63,9999,9999
2,11.34,41.68,19.76,19.74,19.11,18.71,9999,9999
2,11.36,40.32,20.32,20.31,19.63,19.07,9999,9999
2,11.36,41.26,20.77,20.63,19.78,18.95,9999,9999
2,11.46,40.09,19.02,18.34,17.29,16.56,14.02,13.5
2,11.46,40.08,21.06,20.24,19.09,18.28,15.42,15.16
2,11.49,40.29,19.08,19.07,18.39,17.82,15.5,15.4
2,11.53,40.37,20.41,19.53,18.31,17.36,14.63,14.43
2,11.6,40.35,21.11,20.62,19.58,18.67,15.65,15.56
2,11.65,41.18,20.36,20.04,19.22,18.62,9999,9999
2,11.65,40.72,20.61,20.2,19.25,18.47,9999,9999
2,11.75,40.9,20.22,19.55,18.41,17.42,14.64,14.41
2,11.86,41.04,19.97,20.03,19.46,19.1,9999,9999
2,12,41.9,20.2,20.21,19.59,19.17,9999,9999
2,12.02,40.14,19.61,19.32,18.33,17.32,14.61,13.9
2,12.04,41.82,19.86,19.37,18.36,17.49,14.83,14.38
2,12.19,41.78,20.91,21.17,20.5,19.7,9999,9999
2,12.3,41.96,20.61,20.8,20.13,19.36,9999,9999
2,12.36,42.1,20.61,19.75,18.65,17.98,15.18,15.24
2,12.4,42.2,20.22,20.06,19.17,18.24,16.97,15.1
2,12.69,39.89,9999,18.63,17.65,17.04,14.52,14.24
2,9.98,41.39,9999,9999,18.2,9999,9999,9999
2,11.94,41.75,9999,18.87,17.61,16.87,14.47,14.36
2,13.02,41.59,9999,9999,9999,9999,14.2,13.84
2,8.55,39.4,9999,9999,9999,22.3,9999,9999
2,10.48,40.84,9999,9999,20.62,9999,9999,9999
2,10.2,41.67,9999,9999,9999,9999,9999,9999
2,9.83,40.37,15.97,16.76,16.54,9999,9999,9999
2,11.61,41.05,17.73,17.71,16.81,9999,15.45,15.5
2,11.66,39.4,17.19,17.09,16.51,9999,15.15,14.9
3,10.26,41.02,18.33,18.17,18.31,16.76,9999,14.38
3,11.72,40.4,17.97,17.95,17.18,16.75,16.11,15.66
3,11.4,41.73,22.53,21.01,19.76,19.84,9999,9999
3,10.72,41.39,17.47,18.05,17.69,17.32,14.86,14.33
3,11.75,41.91,17.6,17.41,16.76,16.35,14.89,14.78
3,10.38,41.29,19.2,18.95,18.33,17.99,9999,9999
3,11.47,41.71,19.45,19.58,19.2,18.91,9999,9999
3,11.44,41.87,17.72,17.67,16.95,16.48,14.7,14.59
3,11.08,41.46,24.78,21.64,20.23,18.87,15.44,15.18
3,11.26,41.65,21.06,20.72,19.58,19.59,9999,9999
3,11.26,41.67,20.6,19.9,18.63,18.09,14.85,9999
3,11.3,41.65,19.42,19.9,19.75,19.81,9999,9999
3,10.53,40.89,20.4,20.05,19.2,18.64,9999,9999
3,10.59,41.24,20.44,19.61,18.57,17.68,14.56,14.33
3,10.82,41.47,20.35,19.48,18.32,17.61,9999,9999
3,10.87,41.01,21.16,20.8,19.92,19.36,9999,9999
3,10.09,40.56,18.49,18.74,18.2,18.28,9999,9999
3,10.73,41.05,18.47,18.52,17.94,17.57,15.22,9999
3,10.62,41.1,18.08,18.2,17.56,16.98,9999,9999
3,11.05,41.4,19.09,19.18,18.54,17.93,14.64,14.4
3,9.86,41.9,9999,18.18,16.9,16.04,13.6,13.47
3,12.89,39.96,17.65,17.59,16.82,16.15,14.14,14.16
4,9.51,40.7,18.72,18.03,16.83,16.33,13.98,13.65
4,9.58,39.67,18.87,18.47,17.15,16.38,13.6,13.28
4,10.29,39.63,18.51,17.95,16.74,16.15,13.77,13.75
4,10.98,40.02,18.99,18.14,17.13,16.48,14.34,13.87
4,11.08,39.76,18.82,18.25,17.61,16.81,14.86,14.5
4,11.3,39.88,18.8,18.26,16.74,16.09,13.67,13.22
4,9.08,42.28,18.56,18.48,17.98,9999,9999,9999
4,9.26,39.81,19.7,18.94,17.71,16.94,14.49,13.93
4,9.57,39.62,18.03,18.12,17.52,17.14,15.22,14.78
4,9.75,41.72,18.73,18.92,18.33,18.07,9999,9999
4,11.45,40.39,18.89,18.77,17.55,16.79,14.06,13.57
4,12.01,39.7,19.08,18.4,17.3,16.6,14.18,13.95
4,12.16,39.52,18.53,19.38,16.3,15.83,13.03,12.76
4,12.47,42.16,18.63,18.52,17.52,16.94,14.18,13.85
4,9.19,41.14,18.01,18.45,17.96,17.41,9999,9999
4,9.28,42.43,18.51,18.63,17.64,9999,15.07,14.48
4,9.34,42.31,19.3,18.65,17.87,19.36,14.43,14.08
4,9.4,39.84,16.85,16.83,16.5,16.27,14.33,13.81
4,9.7,40.08,19.47,18.9,17.98,17.39,14.4,13.87
4,9.95,42.39,17.05,17.51,16.75,9999,13.91,13.56
4,10.11,39.98,19.11,19.08,17.95,17.25,14.41,14.43
4,10.31,40.1,19.73,18.97,17.98,17.02,14.32,14.12
4,10.81,40.26,16.93,16.9,16.91,16.39,14.63,14.27
4,10.85,40.41,19.73,19.2,17.74,17.13,14.69,14.35
4,10.93,39.77,18.74,18.56,17.95,17.2,14.86,14.65
4,11.54,40.05,19.02,18.46,17.34,16.64,14.17,13.81
4,11.62,41.06,18,17.59,16.48,16.08,13.16,12.87
4,11.72,41.25,19.17,19.12,17.86,17.26,14.67,14.17
4,11.78,39.81,18.31,18.81,17.7,17.02,14.67,14.18
4,11.9,40.38,19.09,19.22,18.2,17.57,14.95,14.68
4,12.07,40.36,19.53,19.17,18.03,16.96,14.35,13.87
4,12.08,42.14,18.08,17.42,16.61,15.74,13.06,12.71
4,10.65,40.56,20.6,21.66,20.19,19.27,9999,9999
4,8.55,40.13,20.61,19.96,18.67,17.87,9999,9999
4,10.23,41.96,20.14,19.53,18.39,17.66,15.1,14.65
4,10.25,41.93,19.53,18.87,17.69,16.94,14.67,13.94
4,10.71,41.99,20.69,20.15,19.06,18.36,9999,14.5
4,10.81,40.38,21.69,20.87,19.56,18.73,9999,9999
4,10.82,42.03,20.01,19.48,18.4,17.71,14.77,14.41
4,10.95,40.55,20.17,19.64,18.56,17.87,14.94,15.16
4,11.45,41.04,19.97,19.5,18.47,17.81,9999,9999
4,11.62,40.34,19.95,19.41,18.33,17.63,15.04,14.61
4,11.8,41.5,20.31,19.71,18.58,17.85,9999,9999
4,12.14,41.73,20.57,19.94,18.78,18.04,9999,9999
4,10.55,41.49,19.91,19.24,17.82,16.94,13.86,13.52
4,11.13,41.18,19.09,18.77,17.65,16.94,14.46,14.17
4,10,41.02,19.69,19.13,17.8,17.02,13.86,13.51
4,10.4,41.01,20.21,19.58,18.09,17.31,14.23,13.79
4,10.82,40.93,21.01,20.4,18.96,18.22,15.47,15.32
4,10.86,40.86,20.28,19.75,18.23,17.47,14.62,14.04
4,10.99,40.98,20.24,19.64,18.2,17.45,14.26,13.75
4,11.01,41.04,19.66,19.25,18.22,17.71,15.26,15.33
4,9.83,40.49,18.3,18.41,17.69,17.24,15.21,9999
4,11.6,41.59,18.17,18.15,17.67,17.24,15.15,14.82
4,11.68,41.82,19.08,18.78,17.38,16.78,14.11,13.59
4,9.32,40.11,18.92,18.84,17.98,17.37,14.95,14.7
4,9.59,39.97,19.77,19.33,18.04,17.36,14.52,14.06
4,9.76,40,19.17,19.02,17.89,17.26,14.78,14.34
4,9.83,40.81,19.91,19.43,18.12,17.32,14.52,14.15
4,9.89,39.92,18.97,18.84,17.93,17.37,14.88,14.3
4,9.9,40,19.16,19.11,18.1,17.52,15.44,14.25
4,10.11,40.12,19.47,18.81,18.04,17.43,15.07,14.49
4,10.61,40.6,19.39,19.3,18.3,17.68,15.28,14.26
4,11.21,41.16,19.22,18.96,17.82,17.17,14.62,14.44
4,11.37,42.12,19.45,18.87,17.46,16.36,13.11,12.71
4,11.81,42.28,20,19.48,18.05,17.28,14.28,13.95
4,11.84,41.92,19.12,18.54,17.32,16.58,13.95,13.54
4,11.05,41.42,19.42,18.74,16.51,16.54,13.96,13.51
4,10.66,41.22,20.59,20.19,19.36,18.88,9999,9999
4,10.39,41.36,19.9,19.57,18.25,17.43,14.35,14.21
4,10.39,41.02,20.67,20.09,18.44,17.62,14.38,13.95
4,10.39,41.01,20.28,19.79,18.27,17.5,14.56,14.03
4,10.53,41.05,19.91,20.01,18.98,18.35,9999,15.64
4,10.53,41.3,19.26,18.49,17.1,16.24,13.11,12.77
4,10.53,41,21.06,20.21,18.67,17.83,14.91,14.33
4,10.64,40.9,21.15,20.69,19.37,18.68,15.96,15.27
4,10.66,40.83,20.74,20.35,19.07,18.31,16.34,15.19
4,10.9,40.93,19.7,19.17,17.83,17.11,14.53,14.23
4,10.92,40.91,20.14,19.8,18.41,17.64,14.59,13.83
4,11.2,41.27,19.46,19.19,18.31,17.82,15.43,15.18
4,11.23,41.27,19.34,18.79,17.44,16.69,13.91,13.59
4,11.35,41.36,18.51,18.51,17.63,17.01,14.93,14.32
4,11.37,41.34,18.62,18.47,17.55,16.91,14.53,14.09
4,9.36,40.08,19.64,19.2,17.74,17.05,14.42,13.78
4,9.44,40.09,19.87,19.45,18.07,17.37,14.32,13.93
4,9.46,40.18,19.11,18.67,17.22,16.52,13.84,13.54
4,9.46,40.17,19.51,19.12,17.75,17.07,14.47,14.06
4,9.47,40.06,18.39,18.52,17.68,17.22,14.77,14.44
4,9.48,39.9,18.18,17.79,16.52,15.81,13.58,13.12
4,9.61,39.87,18.99,18.57,17.46,16.84,14.33,14.17
4,10.1,40.63,18.51,17.94,16.62,15.77,12.91,12.67
4,10.26,40.5,20.19,19.25,18.09,17.24,14.34,13.94
4,10.41,40.57,18.71,18.87,18.07,17.56,15.03,14.57
4,11.18,42.13,19.13,18.55,17.12,16.38,13.52,13.15
4,11.34,42.35,18.79,18.52,17.47,16.84,14.34,13.9
4,11.43,41.67,19.93,19.31,17.84,17.03,14.04,13.53
4,11.92,42.07,18.35,18.37,17.77,17.33,15.38,14.88
4,11.99,42.12,19.46,19.22,18.02,17.37,9999,9999
4,9.37,39.95,20.11,20.12,19.13,18.59,9999,9999
4,9.72,39.86,19.91,19.81,18.34,17.7,15.33,15.36
4,9.81,40.13,19.81,19.84,18.87,18.32,9999,9999
4,10.35,40.48,19.3,19.39,18.61,18.09,9999,9999
4,10.49,40.38,18.3,18.03,16.88,16.22,13.88,13.49
4,10.54,40.63,20.8,20.41,19.1,18.39,9999,9999
4,11.38,42.24,19.68,19.25,18.13,17.38,14.28,13.82
4,11.52,42.49,19.09,18.64,17.29,16.57,13.83,13.31
4,11.59,42.57,20.53,19.89,18.45,17.63,14.79,14.43
4,12.12,42.31,20.08,20.38,19.42,18.67,14.89,14.75
4,10.61,40.56,22.6,22.61,21.49,20.5,9999,9999
4,10.74,40.82,22.9,22.47,20.27,19.92,9999,9999
4,10.77,40.86,22.72,22.16,19.67,19.67,9999,9999
4,10.8,40.88,21.53,21.74,20.67,19.84,9999,9999
4,10.86,41.59,19.77,19.77,18.4,18.11,9999,9999
4,10.92,41.49,21.01,20.67,19.62,18.3,9999,9999
4,10.53,41.02,20.71,20.16,18.8,17.69,9999,15.39
4,10.91,41.76,20.64,19.82,18.39,17.4,13.99,13.54
4,11.46,41.73,21.9,20.77,19.17,18.23,15.04,14.34
4,11.22,41.78,21.46,21.17,20.31,19.61,9999,9999
4,11.86,41.79,20.68,20.33,19.09,18.45,9999,9999
4,11.88,41.88,20.36,20.02,18.89,18.21,9999,9999
4,11.92,41.78,19.57,19.29,17.99,17.33,14.94,14.72
4,10.4,40.79,19.41,19.21,18.5,17.97,14.7,14.55
4,10.98,40.98,19.81,19.42,18.2,17.47,14.17,13.78
4,11.22,41.28,20,19.72,18.47,17.74,15.1,14.79
4,10.16,41.21,20.08,19.66,18.09,17.39,14.57,14.14
4,10.93,40.73,19.64,19.18,18.01,17.3,14.55,14.39
4,11.13,40.74,19.56,18.79,17.79,17.16,14.41,14.27
4,9.98,41.25,20.37,19.44,18.26,17.47,14.85,14.45
4,10.31,41.57,19.38,19.35,18.59,17.82,15.1,14.64
4,10.5,41.64,19.56,19.47,18.59,17.6,14.88,14.46
4,10.77,40.77,20.58,19.81,18.6,17.55,14.78,14.32
4,11.11,40.84,19.57,19.41,18.53,17.64,14.69,14.26
4,11.42,41.11,18.99,18.51,17.54,16.76,14.06,15.23
4,10.07,41.81,18.79,18.63,17.82,17.09,14.94,14.28
4,10.58,40.51,19.52,18.73,17.51,16.7,13.95,13.59
4,9.21,40.51,18.8,18.76,18.11,17.68,15.58,15.74
4,9.51,39.76,19.91,19.29,18.23,17.41,14.78,14.39
4,9.65,40.75,19.16,18.67,17.72,17.03,14.62,14.3
4,10.01,42.17,19.87,19.07,17.94,17.12,14.29,13.83
4,10.34,40.25,18.62,18.56,17.92,17.5,14.51,9999
4,10.63,42,19.16,18.64,17.63,16.79,14.24,14.04
4,10.91,42.16,18.56,18.6,17.92,17.29,14.67,14.39
4,11.3,42.4,18.61,18.23,17.31,16.54,13.58,13.3
4,11.47,41.32,18.91,18.51,17.65,17.03,14.63,14.42
4,11.53,40.79,19.21,18.8,17.88,17.18,15.09,14.35
4,11.67,41.55,18.85,18.3,17.25,16.38,13.84,13.51
4,11.71,41.16,18.3,18.39,17.8,17.34,15.26,14.72
4,11.76,41.17,20.06,19.23,18.11,17.37,14.83,14.3
4,11.87,39.67,19.18,18.57,17.56,16.84,14.15,13.71
4,12.07,41.9,19.01,18.29,17.23,16.51,14.03,13.75
4,12.12,39.66,18.61,18.25,17.37,16.67,14.58,14.08
4,12.31,42.32,18.57,18.75,17.39,16.77,13.75,13.47
4,12.41,40.75,19.19,18.64,17.66,16.95,14.49,14.53
4,12.64,41.82,18.82,18.57,17.79,17.24,14.81,14.39
4,10.24,41.46,19.78,19.56,18.67,17.81,15.18,14.26
4,11.1,40.77,19.13,19.16,18.52,18.01,15.6,15.17
4,11.27,41.15,19.66,19.31,18.33,17.4,14.74,14.23
4,11.37,40.8,19.54,19.05,18.13,17.5,15.42,15.53
4,9.09,41.48,18.02,17.43,16.43,15.7,13.47,13.2
4,9.13,41.36,18.88,18.5,17.56,16.78,14.44,14.01
4,9.13,41.48,18.74,18.28,17.31,16.5,14.02,13.57
4,9.18,41.64,19.33,19,18.16,17.56,15.01,15.3
4,9.23,40.15,19.28,18.7,17.63,16.73,14.2,13.64
4,9.36,41.32,18.6,18.63,17.98,17.44,9999,15.2
4,9.56,40.86,19.42,18.93,18,17.34,14.82,14.43
4,9.62,39.74,19.37,19.4,18.8,18.38,9999,9999
4,9.66,40.66,18.74,18.59,17.89,17.43,9999,9999
4,9.68,40.7,18.27,18.15,17.45,16.97,9999,9999
4,9.7,40.68,17.99,17.39,16.37,15.6,12.95,12.75
4,10.17,39.98,19,18.33,17.24,16.41,13.84,13.44
4,10.39,42.34,18.38,17.61,16.51,15.76,13.6,13.18
4,10.44,40.27,19.05,18.42,17.35,16.52,13.9,13.71
4,10.45,40.22,19.3,18.9,17.96,17.21,15,14.46
4,10.78,40.29,18.85,18.36,17.38,16.61,14,13.66
4,10.79,42.42,19.34,18.72,17.68,16.88,14.18,13.84
4,10.83,40.4,19.19,18.64,17.59,16.72,14.08,13.73
4,11.08,42.42,19.35,18.97,17.98,17.05,14.42,13.97
4,11.13,40.1,19.24,18.81,17.86,17.08,14.82,14.12
4,11.18,39.77,19.15,19.08,18.38,17.85,15.31,14.8
4,11.34,39.65,18.27,17.99,17.21,16.74,14.45,14.28
4,11.37,40.1,19.71,19,17.9,17.08,14.33,13.99
4,11.44,39.83,18.54,18.27,17.45,16.81,14.37,13.99
4,11.47,40.5,17.77,17.62,16.88,16.34,13.94,13.38
4,11.5,40.61,19.31,18.62,17.57,16.84,14.38,14.17
4,11.5,40.64,19.39,18.53,17.39,16.63,14.04,13.71
4,11.62,41.05,17.92,17.63,16.81,16.21,13.95,13.67
4,11.66,39.45,18.5,18,17.02,16.29,13.87,13.56
4,11.73,42.33,19.37,18.6,17.45,16.59,13.89,13.72
4,11.75,40.33,19.45,18.74,17.64,16.81,14.28,13.92
4,11.75,40.99,18.13,18.07,17.36,16.79,14.77,14.38
4,11.75,40.68,19.41,19.12,18.22,17.42,14.86,14.4
4,11.76,39.38,18.73,18.06,17.01,16.27,13.66,13.44
4,11.77,39.7,18.96,18.56,17.62,17,14.33,13.67
4,11.78,41.6,18.01,17.64,16.75,16.06,14.02,13.56
4,11.84,39.74,19.06,18.7,17.86,17.28,14.59,14.23
4,11.86,40.91,19.46,18.78,17.7,16.88,14.36,13.9
4,11.87,40.04,19.34,19.45,18.76,18.02,9999,9999
4,11.88,40.89,18.4,17.89,16.91,16.15,13.98,13.42
4,11.89,39.95,18.96,18.42,17.41,16.61,14.06,13.81
4,11.94,41.26,18.53,18.45,17.78,17.32,15.42,14.78
4,11.94,39.74,18.35,17.87,17,16.47,14.58,14.24
4,12.04,39.5,19.01,18.53,17.51,16.63,14.23,13.79
4,12.05,41.54,19.81,19.42,18.45,17.59,14.77,14.27
4,12.12,41.59,18.7,18.05,16.99,16.2,13.83,13.54
4,12.12,41.64,18.92,18.29,17.23,16.39,13.85,13.58
4,12.15,41.35,18.37,17.99,17.07,16.31,13.88,13.56
4,12.38,41.65,18.58,17.97,16.9,16.04,13.58,13.22
4,12.45,41.95,17.31,16.85,15.92,15.21,12.95,12.64
4,12.56,40.94,18.25,17.63,16.59,15.78,13.2,12.86
4,12.63,41.22,18.21,17.54,16.52,15.82,13.37,13.28
4,12.7,42.36,18.92,18.5,17.55,16.78,14.55,14.11
4,11.91,42.8,19.28,19.2,17.97,17.26,14.83,14.51
4,12.28,42.51,20.25,19.99,18.34,17.52,14.8,13.98
4,10.97,41.64,20.51,20.16,19.46,19.01,9999,9999
4,10.99,41.42,19.64,19.34,18.47,17.75,15.01,14.51
4,11.27,40.69,19.7,19.91,19.31,18.7,9999,9999
4,11.75,40.76,19.07,18.84,18.05,17.48,15.38,14.52
4,8.39,40.19,19.03,18.65,17.82,17.2,14.49,13.98
4,9.05,40.88,20.24,20,19.13,18.37,9999,9999
4,10.11,41.39,20.76,20.67,19.86,19.1,9999,9999
4,10.01,41.16,9999,19.91,18.5,17.63,14.9,14.52
4,10.41,41.51,9999,20.21,18.52,17.47,14.71,14.18
4,11.35,41.09,9999,9999,18.01,9999,14.55,14.19
4,10.1,41.79,9999,9999,18.27,9999,15.73,15.23
4,12.69,40.98,9999,18.14,17.21,16.47,9999,9999
4,9.27,42.04,9999,18.68,17.93,9999,14.29,13.93
4,9.36,39.72,9999,9999,18.19,9999,9999,15.5
4,9.81,41.49,9999,18.58,17.44,16.79,14.6,13.88
4,10.11,41.62,9999,9999,9999,9999,14.43,14.07
4,8.66,39.58,9999,16.68,15.85,15.26,13.07,12.83
4,10.61,41.3,9999,18.42,17.17,16.92,13.97,13.45
4,10.02,41.55,9999,19.71,18.45,17.67,14.88,14.47
4,9.15,40.47,9999,9999,18.62,9999,15.25,9999
4,9.26,39.8,9999,9999,18.01,9999,14.45,13.85
4,9.6,39.68,9999,9999,18.45,9999,9999,9999
4,10.02,41.58,9999,19.52,18.18,17.4,14.83,14.35
4,11.81,39.75,9999,20.52,18.94,17.96,15,14.38
4,12.26,42.26,9999,18.45,17.29,16.98,14.08,13.8
4,12.4,42.27,9999,19.06,17.87,17.53,14.49,14.31
4,8.83,40.15,9999,9999,9999,9999,9999,9999
4,8.89,40.38,9999,9999,9999,9999,15,14.38
4,8.97,40.35,9999,9999,9999,9999,9999,9999
4,9.04,39.97,9999,9999,9999,9999,15.17,14.83
4,9.41,39.78,9999,9999,9999,9999,14.3,14.08
4,10.55,40.32,9999,19.51,18.43,17.75,15.44,14.9
4,11.69,42.81,9999,19.23,18.09,17.63,14.73,14.62
4,11.85,42.66,9999,19.9,18.44,17.66,14.99,14.75
4,12.04,42.96,9999,19.42,18.13,17.31,14.91,14.91
4,12.04,42.92,9999,18.73,17.43,16.91,14.2,13.82
4,12.31,42.89,9999,17.63,16.35,16.24,9999,9999
4,12.4,42.85,9999,18.41,17.15,17.01,13.8,13.52
4,12.42,42.76,9999,18.95,17.63,16.83,14.33,13.8
4,10.13,41.44,9999,22.44,20.93,20.27,9999,9999
4,12.88,34.13,9999,9999,17.31,9999,14.08,13.99
4,6.48,40.95,9999,9999,13.83,9999,12.65,12.37
4,7.44,37.49,9999,9999,9999,9999,12.2,11.97
4,7.74,45.35,9999,9999,9999,9999,13.92,13.83
4,7.91,40.57,9999,9999,9999,9999,14.44,14
4,8.77,42.59,9999,9999,9999,9999,13.94,13.61
4,12.3,38.11,9999,9999,9999,9999,12.76,12.58
4,15.3,39.25,9999,9999,16.18,9999,13.61,13.44
4,15.43,40.41,9999,9999,16.42,9999,13.68,13.53
4,7.87,40.9,9999,9999,15.12,9999,13.49,13.22
4,7.28,39.48,9999,9999,13.76,9999,12.62,12.42
4,7.33,38.42,9999,9999,14.27,9999,13.1,12.98
4,6.03,44.99,9999,9999,9999,9999,14.52,14.24
4,12.98,47.12,9999,9999,16.87,9999,13.58,13.53
4,6.81,35.8,9999,9999,9999,9999,13.44,13.17
4,10.61,37.7,9999,9999,16.21,9999,13.64,13.58
4,15.1,42.43,9999,9999,9999,9999,14.34,14.02
4,15.16,42.22,9999,9999,16.65,9999,14.09,14
4,6.37,37.84,9999,9999,9999,9999,14.77,14.34
4,6.88,40.13,9999,9999,16.22,9999,14.56,14.19
4,9.17,37.58,9999,9999,9999,9999,14.56,14.43
4,9.26,37.64,9999,9999,16.81,9999,14.8,14.48
4,9.38,36.44,9999,9999,16.2,9999,13.25,13.04
4,6.43,41.43,9999,9999,16.32,9999,13.85,13.52
4,6.62,44.27,9999,9999,17.79,9999,14.38,14.18
4,8.97,37.86,9999,9999,9999,9999,14.26,14.06
4,10.65,37.52,9999,9999,9999,9999,14.28,13.98
4,10.72,39.15,9999,9999,17.35,9999,14.56,14.21
4,13.66,45.12,9999,9999,16.92,9999,13.98,13.88
4,14.21,40.15,9999,9999,9999,9999,14.37,14.07
4,15.96,43.34,9999,9999,17.83,9999,14.63,14.31
4,4.09,34.2,9999,9999,9999,9999,14.18,14.05
4,5.4,48.23,9999,9999,17.32,9999,14.08,14.02
4,17.5,40.41,9999,9999,16.3,9999,13.96,13.77
4,0.51,51.61,9999,9999,9999,9999,14.33,13.86
4,1.55,41.5,9999,9999,9999,9999,13.46,13.17
4,10.87,42.13,9999,9999,9999,9999,9999,9999
4,11.66,41.12,9999,9999,9999,9999,9999,9999
4,9.76,41.72,9999,9999,9999,9999,9999,9999
4,8.17,40.03,16.81,16.88,15.82,9999,13.87,13.32
4,10.15,41.13,17.13,17.75,16.56,9999,13.88,13.57
